2,wavelength,frequency,flux,Hcont (erg/cm^2/s/Hz/ster),Hnu/Hcont
822,1795,1.67015E+14,9.25E-06,9.25E-06,0.99999
823,1805,1.6609E+14,9.16E-06,9.17E-06,0.99924
824,1815,1.65175E+14,8.77E-06,9.09E-06,0.96554
825,1825,1.6427E+14,8.98E-06,9.00E-06,0.99751
826,1835,1.63375E+14,8.92E-06,8.92E-06,0.99992
827,1845,1.62489E+14,8.84E-06,8.84E-06,0.99998
828,1855,1.61613E+14,8.76E-06,8.77E-06,0.99981
829,1865,1.60747E+14,8.69E-06,8.69E-06,0.99984
830,1875,1.59889E+14,8.26E-06,8.61E-06,0.95939
831,1885,1.59041E+14,8.53E-06,8.54E-06,0.99915
832,1895,1.58202E+14,8.46E-06,8.46E-06,0.99979
833,1905,1.57371E+14,8.39E-06,8.39E-06,0.99999
834,1915,1.5655E+14,8.32E-06,8.32E-06,0.99999
835,1925,1.55736E+14,8.24E-06,8.24E-06,0.99998
836,1935,1.54932E+14,8.17E-06,8.17E-06,0.9999
837,1945,1.54135E+14,7.82E-06,8.10E-06,0.96459
838,1955,1.53347E+14,8.03E-06,8.04E-06,0.9999
839,1965,1.52566E+14,7.97E-06,7.97E-06,0.99999
840,1975,1.51794E+14,7.90E-06,7.90E-06,0.99994
841,1985,1.51029E+14,7.83E-06,7.83E-06,0.99999
842,1995,1.50272E+14,7.77E-06,7.77E-06,0.99999
843,2005,1.49522E+14,7.70E-06,7.70E-06,1
844,2015,1.4878E+14,7.64E-06,7.64E-06,0.99999
845,2025,1.48046E+14,7.58E-06,7.58E-06,0.99999
846,2035,1.47318E+14,7.51E-06,7.51E-06,0.99999
847,2045,1.46598E+14,7.45E-06,7.45E-06,1
848,2055,1.45884E+14,7.39E-06,7.39E-06,0.99999
849,2065,1.45178E+14,7.33E-06,7.33E-06,0.99997
850,2075,1.44478E+14,7.27E-06,7.27E-06,0.99999
851,2085,1.43785E+14,7.21E-06,7.21E-06,0.99999
852,2095,1.43099E+14,7.16E-06,7.16E-06,0.99999
853,2105,1.42419E+14,7.10E-06,7.10E-06,0.99997
854,2115,1.41746E+14,7.04E-06,7.04E-06,0.99985
855,2125,1.41079E+14,6.98E-06,6.99E-06,0.99982
856,2135,1.40418E+14,6.93E-06,6.93E-06,0.99985
857,2145,1.39763E+14,6.88E-06,6.88E-06,0.99995
858,2155,1.39115E+14,6.82E-06,6.82E-06,0.99997
859,2165,1.38472E+14,6.53E-06,6.77E-06,0.96485
860,2175,1.37836E+14,6.71E-06,6.72E-06,0.99923
861,2185,1.37205E+14,6.66E-06,6.66E-06,0.99998
862,2195,1.3658E+14,6.61E-06,6.61E-06,1
863,2205,1.3596E+14,6.56E-06,6.56E-06,0.99998
864,2215,1.35347E+14,6.51E-06,6.51E-06,0.99987
865,2225,1.34738E+14,6.46E-06,6.46E-06,1
866,2235,1.34135E+14,6.41E-06,6.41E-06,1
867,2245,1.33538E+14,6.36E-06,6.36E-06,1
868,2255,1.32946E+14,6.32E-06,6.32E-06,0.99995
869,2265,1.32359E+14,6.27E-06,6.27E-06,0.99999
870,2275,1.31777E+14,6.22E-06,6.22E-06,0.99999
871,2285,1.312E+14,6.18E-06,6.32E-06,0.97837
872,2295,1.30629E+14,6.13E-06,6.27E-06,0.97859
873,2305,1.30062E+14,6.09E-06,6.22E-06,0.97888
874,2315,1.295E+14,6.05E-06,6.18E-06,0.9791
875,2325,1.28943E+14,6.00E-06,6.13E-06,0.97927
876,2335,1.28391E+14,5.96E-06,6.08E-06,0.97931
877,2345,1.27843E+14,5.91E-06,6.04E-06,0.9791
878,2355,1.273E+14,5.87E-06,5.99E-06,0.97911
879,2365,1.26762E+14,5.82E-06,5.95E-06,0.97856
880,2375,1.26228E+14,5.78E-06,5.91E-06,0.97927
881,2385,1.25699E+14,5.74E-06,5.86E-06,0.97896
882,2395,1.25174E+14,5.70E-06,5.82E-06,0.97848
883,2405,1.24654E+14,5.65E-06,5.78E-06,0.97716
884,2415,1.24138E+14,5.60E-06,5.74E-06,0.97543
885,2425,1.23626E+14,5.61E-06,5.70E-06,0.98492
886,2435,1.23118E+14,5.52E-06,5.66E-06,0.97536
887,2445,1.22615E+14,5.47E-06,5.62E-06,0.97388
888,2455,1.22115E+14,5.50E-06,5.58E-06,0.98592
889,2465,1.2162E+14,5.42E-06,5.54E-06,0.97898
890,2475,1.21128E+14,5.39E-06,5.50E-06,0.97982
891,2485,1.20641E+14,5.41E-06,5.46E-06,0.99096
892,2495,1.20157E+14,5.24E-06,5.42E-06,0.9665
893,2505,1.19678E+14,5.34E-06,5.38E-06,0.99226
894,2515,1.19202E+14,5.31E-06,5.35E-06,0.99302
895,2525,1.1873E+14,5.12E-06,5.31E-06,0.96474
896,2535,1.18261E+14,5.24E-06,5.27E-06,0.99374
897,2545,1.17797E+14,5.21E-06,5.24E-06,0.99515
898,2555,1.17336E+14,5.17E-06,5.20E-06,0.99487
899,2565,1.16878E+14,4.97E-06,5.16E-06,0.9633
900,2575,1.16424E+14,5.11E-06,5.13E-06,0.99634
901,2585,1.15974E+14,5.08E-06,5.09E-06,0.99743
902,2595,1.15527E+14,5.05E-06,5.06E-06,0.99856
903,2605,1.15084E+14,5.00E-06,5.03E-06,0.99582
904,2615,1.14643E+14,4.81E-06,4.99E-06,0.9628
905,2625,1.14207E+14,4.75E-06,4.96E-06,0.95874
906,2635,1.13773E+14,4.92E-06,4.93E-06,0.99834
907,2645,1.13343E+14,4.89E-06,4.89E-06,0.99999
908,2655,1.12916E+14,4.86E-06,4.86E-06,0.99995
909,2665,1.12493E+14,4.82E-06,4.83E-06,0.99919
910,2675,1.12072E+14,4.61E-06,4.80E-06,0.96201
911,2685,1.11655E+14,4.76E-06,4.76E-06,0.99925
912,2695,1.1124E+14,4.73E-06,4.73E-06,0.99999
913,2705,1.10829E+14,4.70E-06,4.70E-06,0.99996
914,2715,1.10421E+14,4.67E-06,4.67E-06,1
915,2725,1.10016E+14,4.64E-06,4.64E-06,1
916,2735,1.09613E+14,4.61E-06,4.61E-06,0.99999
917,2745,1.09214E+14,4.58E-06,4.58E-06,0.99998
918,2755,1.08818E+14,4.40E-06,4.55E-06,0.96595
919,2765,1.08424E+14,4.50E-06,4.52E-06,0.99472
920,2775,1.08033E+14,4.49E-06,4.49E-06,0.99999
921,2785,1.07645E+14,4.47E-06,4.47E-06,1
922,2795,1.0726E+14,4.44E-06,4.44E-06,1
923,2805,1.06878E+14,4.41E-06,4.41E-06,1
924,2815,1.06498E+14,4.38E-06,4.38E-06,1
925,2825,1.06121E+14,4.35E-06,4.35E-06,0.99999
926,2835,1.05747E+14,4.33E-06,4.33E-06,1
927,2845,1.05375E+14,4.30E-06,4.30E-06,0.99997
928,2855,1.05006E+14,4.27E-06,4.27E-06,0.99999
929,2865,1.0464E+14,4.24E-06,4.25E-06,0.99763
930,2875,1.04276E+14,4.07E-06,4.22E-06,0.9639
931,2885,1.03914E+14,4.19E-06,4.19E-06,0.99991
932,2895,1.03555E+14,4.17E-06,4.17E-06,0.99986
933,2905,1.03199E+14,4.14E-06,4.14E-06,1
934,2915,1.02845E+14,4.12E-06,4.12E-06,0.99992
935,2925,1.02493E+14,4.09E-06,4.09E-06,0.99999
936,2935,1.02144E+14,4.07E-06,4.07E-06,0.99999
937,2945,1.01797E+14,4.04E-06,4.04E-06,1
938,2955,1.01453E+14,4.02E-06,4.02E-06,1
939,2965,1.01111E+14,4.00E-06,4.00E-06,1
940,2975,1.00771E+14,3.97E-06,3.97E-06,1
941,2985,1.00433E+14,3.95E-06,3.95E-06,1
942,2995,1.00098E+14,3.92E-06,3.92E-06,1
943,3005,9.97646E+13,3.90E-06,3.90E-06,0.99999
944,3015,9.94337E+13,3.88E-06,3.88E-06,0.99999
945,3025,9.9105E+13,3.85E-06,3.85E-06,0.99998
946,3035,9.87784E+13,3.72E-06,3.83E-06,0.97199
947,3045,9.8454E+13,3.77E-06,3.81E-06,0.99021
948,3055,9.81318E+13,3.79E-06,3.79E-06,0.99998
949,3065,9.78116E+13,3.76E-06,3.76E-06,0.99999
950,3075,9.74935E+13,3.74E-06,3.74E-06,0.99999
951,3085,9.71775E+13,3.72E-06,3.72E-06,0.99989
952,3095,9.68635E+13,3.70E-06,3.70E-06,0.99998
953,3105,9.65515E+13,3.68E-06,3.68E-06,0.99998
954,3115,9.62416E+13,3.66E-06,3.66E-06,0.99997
955,3125,9.59336E+13,3.64E-06,3.64E-06,0.99996
956,3135,9.56276E+13,3.62E-06,3.62E-06,0.99998
957,3145,9.53235E+13,3.59E-06,3.59E-06,0.99994
958,3155,9.50214E+13,3.57E-06,3.57E-06,0.99999
959,3165,9.47212E+13,3.55E-06,3.55E-06,1
960,3175,9.44228E+13,3.53E-06,3.53E-06,0.99998
961,3185,9.41264E+13,3.51E-06,3.51E-06,1
962,3195,9.38318E+13,3.49E-06,3.49E-06,0.99999
963,3210,9.33933E+13,3.46E-06,3.46E-06,0.99999
964,3230,9.2815E+13,3.43E-06,3.43E-06,1
965,3250,9.22439E+13,3.39E-06,3.39E-06,1
966,3270,9.16797E+13,3.35E-06,3.35E-06,0.99999
967,3290,9.11223E+13,3.24E-06,3.35E-06,0.96835
968,3310,9.05718E+13,3.26E-06,3.31E-06,0.98607
969,3330,9.00278E+13,3.24E-06,3.28E-06,0.98783
970,3350,8.94903E+13,3.20E-06,3.24E-06,0.9881
971,3370,8.89592E+13,3.17E-06,3.20E-06,0.9882
972,3390,8.84344E+13,3.13E-06,3.17E-06,0.98843
973,3410,8.79157E+13,3.10E-06,3.14E-06,0.98851
974,3430,8.74031E+13,3.07E-06,3.10E-06,0.98869
975,3450,8.68964E+13,3.04E-06,3.07E-06,0.98878
976,3470,8.63955E+13,3.01E-06,3.04E-06,0.98912
977,3490,8.59004E+13,2.97E-06,3.01E-06,0.98892
978,3510,8.5411E+13,2.94E-06,2.98E-06,0.98934
979,3530,8.49271E+13,2.91E-06,2.95E-06,0.98933
980,3550,8.44486E+13,2.88E-06,2.91E-06,0.98843
981,3570,8.39755E+13,2.85E-06,2.89E-06,0.98758
982,3590,8.35077E+13,2.84E-06,2.86E-06,0.99295
983,3610,8.3045E+13,2.79E-06,2.83E-06,0.98675
984,3630,8.25875E+13,2.78E-06,2.80E-06,0.99376
985,3650,8.21349E+13,2.73E-06,2.77E-06,0.98564
986,3670,8.16873E+13,2.73E-06,2.74E-06,0.99467
987,3690,8.12446E+13,2.67E-06,2.72E-06,0.98406
988,3710,8.08066E+13,2.68E-06,2.69E-06,0.99512
989,3730,8.03733E+13,2.63E-06,2.66E-06,0.98891
990,3750,7.99447E+13,2.56E-06,2.64E-06,0.97025
991,3770,7.95206E+13,2.60E-06,2.61E-06,0.99617
992,3790,7.91009E+13,2.58E-06,2.59E-06,0.9967
993,3810,7.86857E+13,2.53E-06,2.56E-06,0.98677
994,3830,7.82748E+13,2.52E-06,2.54E-06,0.99181
995,3850,7.78682E+13,2.51E-06,2.51E-06,0.99758
996,3870,7.74658E+13,2.48E-06,2.49E-06,0.99781
997,3890,7.70675E+13,2.46E-06,2.46E-06,0.99783
998,3910,7.66733E+13,2.39E-06,2.44E-06,0.98077
999,3930,7.62831E+13,2.42E-06,2.42E-06,0.9999
1000,3950,7.58968E+13,2.40E-06,2.40E-06,0.9999
1001,3970,7.55145E+13,2.37E-06,2.37E-06,0.99998
1002,3990,7.5136E+13,2.35E-06,2.35E-06,0.9999
1003,4010,7.47612E+13,2.32E-06,2.33E-06,0.99392
1004,4030,7.43902E+13,2.28E-06,2.31E-06,0.98598
1005,4050,7.40228E+13,2.24E-06,2.29E-06,0.98096
1006,4070,7.36591E+13,2.27E-06,2.27E-06,0.99997
1007,4090,7.32989E+13,2.25E-06,2.25E-06,0.99998
1008,4110,7.29422E+13,2.23E-06,2.23E-06,1
1009,4130,7.2589E+13,2.21E-06,2.21E-06,1
1010,4150,7.22392E+13,2.19E-06,2.19E-06,0.99998
1011,4170,7.18927E+13,2.12E-06,2.17E-06,0.97989
1012,4190,7.15495E+13,2.15E-06,2.15E-06,0.99991
1013,4210,7.12096E+13,2.13E-06,2.13E-06,0.99998
1014,4230,7.08729E+13,2.11E-06,2.11E-06,1
1015,4250,7.05394E+13,2.09E-06,2.09E-06,1
1016,4270,7.0209E+13,2.08E-06,2.08E-06,1
1017,4290,6.98817E+13,2.06E-06,2.06E-06,1
1018,4310,6.95574E+13,2.04E-06,2.04E-06,1
1019,4330,6.92361E+13,2.02E-06,2.02E-06,1
1020,4350,6.89178E+13,2.00E-06,2.00E-06,0.99999
1021,4370,6.86024E+13,1.95E-06,1.99E-06,0.98173
1022,4390,6.82899E+13,1.97E-06,1.97E-06,0.99823
1023,4410,6.79802E+13,1.95E-06,1.95E-06,0.99999
1024,4430,6.76733E+13,1.94E-06,1.94E-06,1
1025,4450,6.73691E+13,1.92E-06,1.92E-06,1
1026,4470,6.70677E+13,1.91E-06,1.92E-06,0.99703
1027,4490,6.67689E+13,1.89E-06,1.90E-06,0.99512
1028,4510,6.64728E+13,1.87E-06,1.88E-06,0.9952
1029,4530,6.61794E+13,1.86E-06,1.87E-06,0.99525
1030,4550,6.58885E+13,1.84E-06,1.85E-06,0.99532
1031,4570,6.56001E+13,1.83E-06,1.84E-06,0.99537
1032,4590,6.53143E+13,1.81E-06,1.82E-06,0.99541
1033,4610,6.50309E+13,1.80E-06,1.81E-06,0.99544
1034,4630,6.475E+13,1.79E-06,1.79E-06,0.99517
1035,4650,6.44715E+13,1.74E-06,1.78E-06,0.97554
1036,4670,6.41954E+13,1.72E-06,1.77E-06,0.97511
1037,4690,6.39216E+13,1.74E-06,1.75E-06,0.99473
1038,4710,6.36502E+13,1.73E-06,1.74E-06,0.99555
1039,4730,6.33811E+13,1.72E-06,1.72E-06,0.99563
1040,4750,6.31142E+13,1.70E-06,1.71E-06,0.99563
1041,4770,6.28496E+13,1.69E-06,1.70E-06,0.99559
1042,4790,6.25872E+13,1.68E-06,1.68E-06,0.99547
1043,4810,6.23269E+13,1.66E-06,1.67E-06,0.99544
1044,4830,6.20688E+13,1.65E-06,1.66E-06,0.99625
1045,4850,6.18129E+13,1.64E-06,1.64E-06,0.99508
1046,4870,6.1559E+13,1.63E-06,1.63E-06,0.99636
1047,4890,6.13073E+13,1.61E-06,1.62E-06,0.99504
1048,4910,6.10575E+13,1.60E-06,1.61E-06,0.99655
1049,4930,6.08098E+13,1.59E-06,1.59E-06,0.99447
1050,4950,6.05641E+13,1.58E-06,1.58E-06,0.99711
1051,4970,6.03204E+13,1.56E-06,1.57E-06,0.99338
1052,4990,6.00787E+13,1.55E-06,1.56E-06,0.99725
1053,5010,5.98388E+13,1.54E-06,1.55E-06,0.99713
1054,5030,5.96009E+13,1.52E-06,1.54E-06,0.99249
1055,5050,5.93649E+13,1.52E-06,1.52E-06,0.99758
1056,5070,5.91307E+13,1.51E-06,1.51E-06,0.99759
1057,5090,5.88983E+13,1.49E-06,1.50E-06,0.99092
1058,5110,5.86678E+13,1.49E-06,1.49E-06,0.9969
1059,5130,5.84391E+13,1.45E-06,1.48E-06,0.97785
1060,5150,5.82121E+13,1.47E-06,1.47E-06,0.99731
1061,5170,5.79869E+13,1.44E-06,1.46E-06,0.9892
1062,5190,5.77635E+13,1.45E-06,1.45E-06,0.99891
1063,5210,5.75418E+13,1.44E-06,1.44E-06,0.99997
1064,5230,5.73217E+13,1.43E-06,1.43E-06,0.99997
1065,5250,5.71033E+13,1.41E-06,1.42E-06,0.9976
1066,5270,5.68866E+13,1.39E-06,1.41E-06,0.98816
1067,5290,5.66716E+13,1.40E-06,1.40E-06,0.99997
1068,5310,5.64581E+13,1.39E-06,1.39E-06,0.99998
1069,5330,5.62463E+13,1.38E-06,1.38E-06,0.99998
1070,5350,5.6036E+13,1.37E-06,1.37E-06,0.99997
1071,5370,5.58273E+13,1.35E-06,1.36E-06,0.99147
1072,5390,5.56201E+13,1.34E-06,1.35E-06,0.99301
1073,5410,5.54145E+13,1.34E-06,1.34E-06,0.99998
1074,5430,5.52104E+13,1.33E-06,1.33E-06,0.99998
1075,5450,5.50078E+13,1.32E-06,1.32E-06,0.99998
1076,5470,5.48067E+13,1.31E-06,1.31E-06,0.99998
1077,5490,5.4607E+13,1.30E-06,1.30E-06,0.99998
1078,5510,5.44088E+13,1.29E-06,1.29E-06,0.99864
1079,5530,5.4212E+13,1.26E-06,1.28E-06,0.98397
1080,5550,5.40167E+13,1.28E-06,1.28E-06,0.99998
1081,5570,5.38227E+13,1.27E-06,1.27E-06,0.99998
1082,5590,5.36301E+13,1.26E-06,1.26E-06,0.99997
1083,5610,5.3439E+13,1.25E-06,1.25E-06,0.99998
1084,5630,5.32491E+13,1.24E-06,1.24E-06,0.99999
1085,5650,5.30606E+13,1.23E-06,1.23E-06,0.99999
1086,5670,5.28735E+13,1.23E-06,1.23E-06,0.99999
1087,5690,5.26876E+13,1.22E-06,1.22E-06,0.99997
1088,5710,5.25031E+13,1.19E-06,1.21E-06,0.98143
1089,5730,5.23198E+13,1.20E-06,1.20E-06,0.99955
1090,5750,5.21378E+13,1.19E-06,1.19E-06,0.99999
1091,5770,5.19571E+13,1.19E-06,1.19E-06,0.99999
1092,5790,5.17776E+13,1.18E-06,1.18E-06,0.99999
1093,5810,5.15994E+13,1.17E-06,1.17E-06,0.99999
1094,5830,5.14224E+13,1.16E-06,1.16E-06,0.99941
1095,5850,5.12466E+13,1.15E-06,1.16E-06,0.99712
1096,5870,5.1072E+13,1.15E-06,1.15E-06,0.99709
1097,5890,5.08986E+13,1.14E-06,1.14E-06,0.99627
1098,5910,5.07263E+13,1.11E-06,1.14E-06,0.97688
1099,5930,5.05552E+13,1.12E-06,1.13E-06,0.99654
1100,5950,5.03853E+13,1.10E-06,1.12E-06,0.97943
1101,5970,5.02165E+13,1.11E-06,1.11E-06,0.99412
1102,5990,5.00488E+13,1.10E-06,1.11E-06,0.99734
1103,6010,4.98823E+13,1.10E-06,1.10E-06,0.9975
1104,6030,4.97168E+13,1.09E-06,1.09E-06,0.99757
1105,6050,4.95525E+13,1.08E-06,1.09E-06,0.9976
1106,6070,4.93892E+13,1.08E-06,1.08E-06,0.99763
1107,6090,4.9227E+13,1.07E-06,1.07E-06,0.99765
1108,6110,4.90659E+13,1.06E-06,1.07E-06,0.99766
1109,6130,4.89058E+13,1.06E-06,1.06E-06,0.99768
1110,6150,4.87468E+13,1.05E-06,1.05E-06,0.99769
1111,6170,4.85887E+13,1.04E-06,1.05E-06,0.99771
1112,6190,4.84317E+13,1.04E-06,1.04E-06,0.99772
1113,6210,4.82758E+13,1.03E-06,1.03E-06,0.99774
1114,6230,4.81208E+13,1.03E-06,1.03E-06,0.9977
1115,6250,4.79668E+13,1.02E-06,1.02E-06,0.99759
1116,6270,4.78138E+13,1.01E-06,1.02E-06,0.9972
1117,6290,4.76618E+13,9.86E-07,1.01E-06,0.97726
1118,6310,4.75107E+13,9.99E-07,1.00E-06,0.99654
1119,6330,4.73606E+13,9.95E-07,9.97E-07,0.9978
1120,6350,4.72114E+13,9.88E-07,9.91E-07,0.9975
1121,6370,4.70632E+13,9.84E-07,9.85E-07,0.99916
1122,6390,4.69159E+13,9.77E-07,9.79E-07,0.9979
1123,6420,4.66967E+13,9.69E-07,9.70E-07,0.99911
1124,6460,4.64075E+13,9.58E-07,9.59E-07,0.99863
1125,6500,4.61219E+13,9.46E-07,9.48E-07,0.99825
1126,6540,4.58398E+13,9.36E-07,9.37E-07,0.99936
1127,6580,4.55612E+13,9.24E-07,9.26E-07,0.99834
1128,6620,4.52859E+13,9.14E-07,9.15E-07,0.99848
1129,6660,4.50139E+13,9.04E-07,9.05E-07,0.99912
1130,6700,4.47452E+13,8.94E-07,8.94E-07,0.99931
1131,6740,4.44796E+13,8.82E-07,8.84E-07,0.99721
1132,6780,4.42172E+13,8.64E-07,8.74E-07,0.98798
1133,6820,4.39578E+13,8.62E-07,8.64E-07,0.99681
1134,6860,4.37015E+13,8.55E-07,8.55E-07,0.99997
1135,6900,4.34482E+13,8.45E-07,8.45E-07,0.99997
1136,6940,4.31978E+13,8.33E-07,8.36E-07,0.99609
1137,6980,4.29502E+13,8.27E-07,8.27E-07,0.99997
1138,7020,4.27055E+13,8.18E-07,8.18E-07,0.99998
1139,7060,4.24635E+13,8.09E-07,8.09E-07,0.99997
1140,7100,4.22243E+13,7.96E-07,8.00E-07,0.995
1141,7140,4.19878E+13,7.92E-07,7.92E-07,0.99998
1142,7180,4.17538E+13,7.83E-07,7.83E-07,0.99998
1143,7220,4.15225E+13,7.75E-07,7.75E-07,0.99997
1144,7260,4.12937E+13,7.62E-07,7.67E-07,0.99408
1145,7300,4.10675E+13,7.59E-07,7.59E-07,0.99977
1146,7340,4.08437E+13,7.51E-07,7.51E-07,0.99999
1147,7380,4.06223E+13,7.43E-07,7.43E-07,0.99923
1148,7420,4.04033E+13,7.34E-07,7.35E-07,0.9978
1149,7460,4.01867E+13,7.18E-07,7.28E-07,0.98627
1150,7500,3.99723E+13,7.02E-07,7.21E-07,0.97441
1151,7540,3.97603E+13,7.11E-07,7.13E-07,0.99748
1152,7580,3.95505E+13,7.06E-07,7.06E-07,0.9999
1153,7620,3.93429E+13,6.99E-07,6.99E-07,0.99997
1154,7660,3.91374E+13,6.92E-07,6.92E-07,0.99997
1155,7700,3.89341E+13,6.85E-07,6.85E-07,0.99997
1156,7740,3.87329E+13,6.78E-07,6.78E-07,0.9998
1157,7780,3.85337E+13,6.65E-07,6.72E-07,0.99
1158,7820,3.83366E+13,6.65E-07,6.65E-07,0.9998
1159,7860,3.81415E+13,6.59E-07,6.59E-07,0.99997
1160,7900,3.79484E+13,6.52E-07,6.52E-07,0.99997
1161,7940,3.77572E+13,6.46E-07,6.46E-07,0.99997
1162,7980,3.7568E+13,6.40E-07,6.40E-07,0.99997
1163,8020,3.73806E+13,6.34E-07,6.34E-07,0.99997
1164,8060,3.71951E+13,6.28E-07,6.28E-07,0.99997
1165,8100,3.70114E+13,6.22E-07,6.22E-07,0.99997
1166,8140,3.68296E+13,6.10E-07,6.16E-07,0.99029
1167,8180,3.66495E+13,6.09E-07,6.10E-07,0.99811
1168,8220,3.64711E+13,6.04E-07,6.04E-07,0.9999
1169,8260,3.62945E+13,5.99E-07,5.99E-07,0.99997
1170,8300,3.61196E+13,5.93E-07,5.93E-07,0.99959
1171,8340,3.59463E+13,5.88E-07,5.88E-07,0.99998
1172,8380,3.57748E+13,5.82E-07,5.82E-07,0.99935
1173,8420,3.56048E+13,5.77E-07,5.77E-07,0.99998
1174,8460,3.54365E+13,5.72E-07,5.72E-07,0.99997
1175,8500,3.52697E+13,5.66E-07,5.67E-07,0.99926
1176,8540,3.51045E+13,5.61E-07,5.61E-07,0.99998
1177,8580,3.49409E+13,5.56E-07,5.56E-07,0.99891
1178,8620,3.47787E+13,5.51E-07,5.51E-07,0.99997
1179,8660,3.46181E+13,5.40E-07,5.47E-07,0.9881
1180,8700,3.44589E+13,5.41E-07,5.42E-07,0.99914
1181,8740,3.43012E+13,5.33E-07,5.37E-07,0.99318
1182,8780,3.41449E+13,5.29E-07,5.32E-07,0.99386
1183,8820,3.39901E+13,5.28E-07,5.28E-07,0.99999
1184,8860,3.38366E+13,5.22E-07,5.23E-07,0.9981
1185,8900,3.36846E+13,5.18E-07,5.18E-07,0.99997
1186,8940,3.35338E+13,5.14E-07,5.14E-07,0.99999
1187,8980,3.33845E+13,5.10E-07,5.10E-07,0.99999
1188,9020,3.32364E+13,5.05E-07,5.05E-07,0.99979
1189,9060,3.30897E+13,5.00E-07,5.01E-07,0.99761
1190,9100,3.29442E+13,4.97E-07,4.97E-07,0.99998
1191,9140,3.28001E+13,4.92E-07,4.92E-07,0.99998
1192,9180,3.26571E+13,4.88E-07,4.88E-07,0.99998
1193,9220,3.25155E+13,4.84E-07,4.84E-07,0.99997
1194,9260,3.2375E+13,4.78E-07,4.80E-07,0.99576
1195,9300,3.22358E+13,4.76E-07,4.76E-07,0.99997
1196,9340,3.20977E+13,4.72E-07,4.72E-07,0.99997
1197,9380,3.19608E+13,4.63E-07,4.68E-07,0.98791
1198,9420,3.18251E+13,4.64E-07,4.65E-07,0.99869
1199,9460,3.16905E+13,4.61E-07,4.61E-07,0.99998
1200,9500,3.15571E+13,4.56E-07,4.57E-07,0.99817
1201,9540,3.14248E+13,4.52E-07,4.53E-07,0.99643
1202,9580,3.12936E+13,4.50E-07,4.50E-07,0.99998
1203,9620,3.11635E+13,4.46E-07,4.46E-07,0.99998
1204,9660,3.10344E+13,4.42E-07,4.42E-07,0.99998
1205,9700,3.09064E+13,4.39E-07,4.39E-07,0.99998
1206,9740,3.07795E+13,4.35E-07,4.35E-07,0.99998
1207,9780,3.06536E+13,4.32E-07,4.32E-07,0.99998
1208,9820,3.05288E+13,4.28E-07,4.29E-07,0.99918
1209,9860,3.04049E+13,4.23E-07,4.25E-07,0.99397
1210,9900,3.02821E+13,4.22E-07,4.22E-07,0.99998
1211,9940,3.01602E+13,4.19E-07,4.19E-07,0.99998
1212,9980,3.00393E+13,4.15E-07,4.15E-07,0.99998
1213,10020,2.99194E+13,4.12E-07,4.12E-07,0.99998
1214,20000,1.49896E+13,1.06E-07,1.06E-07,1
1215,40000,7.49481E+12,2.66E-08,2.66E-08,1
1216,60000,4.99654E+12,1.17E-08,1.17E-08,1
1217,80000,3.74741E+12,6.57E-09,6.57E-09,1
1218100000,2.99793E+12,4.18E-09,4.18E-09,1,
1219120000,2.49827E+12,2.89E-09,2.89E-09,1,
1220140000,2.14138E+12,2.11E-09,2.11E-09,1,
1221160000,1.8737E+12,1.61E-09,1.61E-09,1,
